event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,629,428,95,0.68044515103338632750,0.15103338632750397456
CROSS,FROM_BELOW,646,470,71,0.72755417956656346749,0.10990712074303405573
PIERCE,FROM_ABOVE,206,162,43,0.78640776699029126214,0.20873786407766990291
PIERCE,FROM_BELOW,186,144,42,0.77419354838709677419,0.22580645161290322581
TOUCH,FROM_ABOVE,275,232,40,0.84363636363636363636,0.14545454545454545455
TOUCH,FROM_BELOW,251,205,44,0.81673306772908366534,0.17529880478087649402
