hour,minute,count
0,0,10
0,1,5
0,2,1
0,3,3
0,4,3
0,5,1
0,6,3
0,8,1
0,9,1
0,16,1
0,19,1
0,23,1
0,26,1
0,38,1
0,42,1
0,47,1
0,59,1
1,3,1
1,4,1
1,31,1
1,34,1
2,0,1
3,27,1
9,29,1
11,57,1
12,44,1
14,43,1
14,53,1
15,25,1
15,35,1
15,49,1
15,57,1
16,44,1
23,19,1
