hour,minute,count
0,0,9
0,1,2
0,2,1
0,3,1
0,4,3
0,5,1
0,6,1
0,12,3
0,14,1
0,16,1
0,22,1
0,26,1
0,29,2
0,37,1
0,38,2
1,3,1
1,6,1
1,34,1
1,45,1
1,58,1
2,6,1
2,21,1
2,23,1
3,8,1
3,12,1
4,10,1
8,16,1
8,27,1
9,35,1
10,47,1
12,21,1
13,33,1
13,42,1
14,1,1
14,28,1
14,39,1
15,2,1
15,40,1
15,41,1
