Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,482,49.989626556016596,326.4999999999999,49.989626556016596,326.4999999999999
Down Cross,510,54.523529411764706,296.0,54.523529411764706,296.0
