hour,minute,avg_reaction_size,event_count
0,0,,23
0,1,,19
0,2,,22
0,3,,10
0,4,,14
0,5,,14
0,6,,14
0,7,,11
0,8,,11
0,9,,10
0,10,,7
0,11,,12
0,12,,10
0,13,,7
0,14,,3
0,15,,8
0,16,,7
0,17,,8
0,18,,6
0,19,,5
0,20,,7
0,21,,9
0,22,,7
0,23,,6
0,24,,6
0,25,,8
0,26,,7
0,27,,6
0,28,,5
0,29,,11
0,30,,10
0,31,,9
0,32,,7
0,33,,8
0,34,,11
0,35,,8
0,36,,11
0,37,,6
0,38,,13
0,39,,8
0,40,,10
0,41,,12
0,42,,8
0,43,,8
0,44,,9
0,45,,13
0,46,,8
0,47,,6
0,48,,6
0,49,,7
0,50,,9
0,51,,11
0,52,,11
0,53,,6
0,54,,6
0,55,,6
0,56,,5
0,57,,5
0,58,,4
0,59,,7
1,0,,6
1,1,,4
1,2,,3
1,3,,4
1,4,,7
1,5,,6
1,6,,3
1,7,,5
1,8,,8
1,9,,8
1,10,,6
1,11,,8
1,12,,5
1,13,,9
1,14,,10
1,15,,4
1,16,,4
1,17,,3
1,18,,8
1,19,,5
1,20,,4
1,21,,4
1,22,,3
1,23,,3
1,24,,4
1,25,,5
1,26,,6
1,27,,4
1,28,,2
1,29,,1
1,30,,4
1,31,,2
1,32,,2
1,33,,3
1,34,,5
1,35,,3
1,36,,3
1,37,,7
1,38,,2
1,39,,3
1,40,,4
1,41,,4
1,42,,2
1,43,,3
1,44,,2
1,45,,2
1,46,,3
1,47,,6
1,48,,7
1,49,,7
1,50,,10
1,51,,8
1,52,,11
1,53,,9
1,54,,5
1,55,,9
1,56,,6
1,57,,3
1,58,,6
1,59,,4
2,0,,9
2,1,,6
2,2,,10
2,3,,5
2,4,,8
2,5,,9
2,6,,10
2,7,,3
2,8,,4
2,9,,7
2,10,,13
2,11,,7
2,12,,6
2,13,,6
2,14,,9
2,15,,10
2,16,,11
2,17,,2
2,18,,2
2,19,,2
2,20,,6
2,21,,5
2,22,,5
2,23,,4
2,24,,4
2,25,,1
2,26,,6
2,27,,5
2,28,,5
2,29,,5
2,30,,8
2,31,,3
2,32,,5
2,33,,6
2,34,,5
2,35,,5
2,36,,4
2,37,,2
2,38,,3
2,39,,4
2,40,,7
2,41,,4
2,42,,7
2,43,,4
2,44,,2
2,45,,3
2,46,,2
2,47,,5
2,48,,5
2,49,,4
2,50,,2
2,51,,2
2,52,,3
2,53,,3
2,54,,3
2,55,,3
2,56,,4
2,57,,2
2,58,,1
2,59,,2
3,0,,8
3,1,,5
3,2,,6
3,3,,5
3,4,,9
3,5,,7
3,6,,7
3,7,,10
3,8,,6
3,9,,3
3,10,,4
3,11,,4
3,12,,6
3,13,,2
3,14,,2
3,15,,3
3,16,,5
3,17,,4
3,18,,3
3,19,,3
3,20,,5
3,21,,2
3,22,,7
3,23,,8
3,24,,8
3,25,,6
3,26,,6
3,27,,3
3,28,,8
3,29,,4
3,30,,6
3,31,,7
3,32,,7
3,33,,5
3,34,,5
3,35,,6
3,36,,4
3,37,,3
3,38,,3
3,39,,8
3,40,,6
3,41,,8
3,42,,6
3,43,,5
3,44,,2
3,45,,5
3,46,,2
3,47,,4
3,48,,3
3,49,,1
3,50,,6
3,51,,3
3,52,,6
3,53,,4
3,54,,5
3,55,,7
3,56,,6
3,57,,3
3,58,,3
3,59,,5
4,0,,10
4,1,,4
4,2,,5
4,3,,5
4,4,,5
4,5,,2
4,6,,4
4,7,,1
4,8,,6
4,9,,4
4,10,,4
4,11,,5
4,12,,4
4,13,,3
4,14,,5
4,15,,3
4,16,,4
4,17,,4
4,18,,6
4,19,,4
4,20,,3
4,21,,2
4,22,,4
4,23,,4
4,24,,4
4,25,,4
4,26,,3
4,27,,8
4,28,,8
4,29,,8
4,30,,4
4,31,,4
4,32,,4
4,33,,4
4,34,,2
4,35,,5
4,36,,3
4,37,,2
4,38,,3
4,39,,3
4,40,,7
4,41,,4
4,42,,3
4,43,,3
4,44,,6
4,45,,3
4,46,,3
4,47,,3
4,48,,3
4,49,,6
4,50,,3
4,51,,1
4,52,,3
4,53,,3
4,55,,1
4,56,,1
4,57,,3
4,58,,2
4,59,,1
5,0,,1
5,1,,4
5,2,,2
5,3,,2
5,4,,3
5,5,,3
5,6,,3
5,7,,3
5,8,,1
5,10,,4
5,11,,4
5,12,,2
5,13,,2
5,14,,2
5,15,,2
