Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,358,53.840782122905026,372.1600000000001,53.840782122905026,372.1600000000001
Down Cross,365,53.88767123287671,267.8400000000006,53.88767123287671,267.8400000000006
