Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1268,29.818611987381704,152.65999999999985,29.818611987381704,152.65999999999985
Down Cross,1246,31.41653290529695,200.1499999999994,31.41653290529695,200.1499999999994
