touch_sequence_number,count,avg_mfe_5m,avg_mae_5m
1,108,19.6388888888888889,23.0000000000000000
2,104,19.2307692307692308,18.4711538461538462
3,103,17.9708737864077670,18.8640776699029126
4,101,17.9108910891089109,20.7128712871287129
5,101,16.4356435643564356,20.9603960396039604
6,100,17.1900000000000000,20.2600000000000000
7,100,18.3700000000000000,21.0600000000000000
8,99,21.1919191919191919,25.1414141414141414
9,98,18.0000000000000000,25.8877551020408163
10,97,16.4845360824742268,27.2474226804123711
11,93,16.1612903225806452,29.7526881720430108
12,90,16.0222222222222222,28.5555555555555556
13,89,18.6741573033707865,30.1011235955056180
14,85,18.9058823529411765,26.6352941176470588
15,85,19.2000000000000000,28.3058823529411765
16,83,19.1686746987951807,27.0602409638554217
17,81,19.9629629629629630,29.0123456790123457
18,80,19.8500000000000000,28.8375000000000000
19,79,15.3924050632911392,31.3670886075949367
20,79,20.5696202531645570,34.1392405063291139
21,78,24.0384615384615385,32.6153846153846154
22,75,18.5333333333333333,35.6000000000000000
23,74,18.7837837837837838,33.6081081081081081
24,70,20.3142857142857143,36.1571428571428571
25,68,22.8235294117647059,32.5441176470588235
26,64,21.9687500000000000,31.4062500000000000
27,62,24.0483870967741935,31.9516129032258065
28,60,22.4500000000000000,35.5500000000000000
29,58,19.6034482758620690,34.5862068965517241
30,58,20.3103448275862069,33.5344827586206897
31,56,21.5357142857142857,31.1607142857142857
32,56,20.7678571428571429,36.6964285714285714
33,56,24.5000000000000000,25.6964285714285714
34,54,27.1666666666666667,36.4074074074074074
35,54,22.3333333333333333,39.8148148148148148
36,53,24.6415094339622642,36.3584905660377358
37,49,21.6326530612244898,36.4693877551020408
38,47,23.8510638297872340,35.1063829787234043
39,47,20.9574468085106383,39.0851063829787234
40,45,20.8444444444444444,38.8222222222222222
41,43,18.9767441860465116,38.7674418604651163
42,42,23.8571428571428571,41.6190476190476190
43,41,17.7804878048780488,39.3902439024390244
44,37,26.7297297297297297,35.2432432432432432
45,36,19.8888888888888889,35.9722222222222222
46,35,20.9428571428571429,39.5714285714285714
47,34,24.0294117647058824,40.3235294117647059
48,34,17.6764705882352941,38.2647058823529412
49,32,25.8437500000000000,30.5312500000000000
50,31,28.9032258064516129,31.2903225806451613
51,28,29.7500000000000000,31.8928571428571429
52,25,20.2000000000000000,41.6400000000000000
53,23,37.1304347826086957,32.3043478260869565
54,21,32.3809523809523810,31.9047619047619048
55,19,55.3684210526315789,18.9473684210526316
56,19,28.8421052631578947,44.7894736842105263
57,18,14.0555555555555556,51.5555555555555556
58,16,22.5625000000000000,57.7500000000000000
59,16,16.4375000000000000,55.8750000000000000
60,16,31.5625000000000000,34.8750000000000000
61,15,33.2666666666666667,36.9333333333333333
62,15,31.4666666666666667,41.4666666666666667
63,14,37.7142857142857143,42.0000000000000000
64,13,42.0769230769230769,37.6153846153846154
65,13,32.2307692307692308,44.5384615384615385
66,13,39.3076923076923077,34.9230769230769231
67,13,23.1538461538461538,62.0769230769230769
68,13,44.6923076923076923,34.3846153846153846
69,13,18.0000000000000000,64.3076923076923077
70,12,20.1666666666666667,66.0000000000000000
71,12,39.1666666666666667,38.0000000000000000
72,12,45.0833333333333333,39.5833333333333333
73,10,45.0000000000000000,47.8000000000000000
74,10,18.5000000000000000,71.0000000000000000
75,9,18.8888888888888889,81.8888888888888889
76,9,17.2222222222222222,86.5555555555555556
77,7,68.1428571428571429,61.2857142857142857
78,6,37.8333333333333333,116.5000000000000000
79,5,33.0000000000000000,135.2000000000000000
80,5,23.2000000000000000,150.6000000000000000
81,4,12.7500000000000000,185.5000000000000000
82,4,19.5000000000000000,188.5000000000000000
