Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2011,13.616608652411735,54.0,13.616608652411735,54.0
Down Cross,1939,14.914904589994842,68.23999999999978,14.914904589994842,68.23999999999978
