touches_per_day,session_count
1,1
2,1
14,1
15,1
34,1
36,1
40,1
42,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,2
56,2
57,1
58,1
61,1
65,1
66,1
70,3
72,2
75,1
80,1
81,1
82,1
86,1
89,1
92,1
93,3
96,1
98,1
100,1
101,1
102,1
106,1
109,1
121,1
123,1
124,1
125,1
138,1
159,1
178,1
