month,session_count,event_count,avg_touches_per_day
2024-03-01 00:00:00-05:00,793,793,372.4274905422446406
2024-04-01 00:00:00-04:00,2366,2366,114.6128486897717667
2024-05-01 00:00:00-04:00,2731,2730,180.3332112779201758
