Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2919,10.958890030832476,64.46000000000049,10.958890030832476,64.46000000000049
Down Cross,2970,10.198316498316498,59.309999999999945,10.198316498316498,59.309999999999945
