event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1255,886,69,0.70597609561752988048,0.05498007968127490040
CROSS,FROM_BELOW,1256,796,177,0.63375796178343949045,0.14092356687898089172
PIERCE,FROM_ABOVE,544,447,96,0.82169117647058823529,0.17647058823529411765
PIERCE,FROM_BELOW,553,454,99,0.82097649186256781193,0.17902350813743218807
TOUCH,FROM_ABOVE,919,819,99,0.89118607181719260065,0.10772578890097932535
TOUCH,FROM_BELOW,854,746,108,0.87353629976580796253,0.12646370023419203747
