hour,minute,count
0,0,6
0,1,1
0,3,1
0,5,2
0,6,1
0,7,1
0,8,1
0,12,1
0,14,1
0,15,1
0,17,1
0,19,2
0,20,1
0,22,1
0,27,1
0,28,1
0,31,1
0,34,1
0,42,1
0,45,1
1,5,1
1,12,1
1,16,1
1,18,1
1,38,1
1,45,1
1,47,1
1,52,1
2,1,1
2,7,1
2,22,1
3,0,1
5,48,1
5,54,1
12,55,1
14,0,1
14,25,1
14,34,1
14,56,1
15,6,1
16,47,1
18,3,1
