event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1248,832,166,0.66666666666666666667,0.13301282051282051282
CROSS,FROM_BELOW,1270,897,148,0.70629921259842519685,0.11653543307086614173
PIERCE,FROM_ABOVE,467,374,91,0.80085653104925053533,0.19486081370449678801
PIERCE,FROM_BELOW,422,347,75,0.82227488151658767773,0.17772511848341232227
TOUCH,FROM_ABOVE,491,391,95,0.79633401221995926680,0.19348268839103869654
TOUCH,FROM_BELOW,501,437,64,0.87225548902195608782,0.12774451097804391218
