month,session_count,event_count,avg_touches_per_day
2024-11-01 00:00:00-04:00,457,456,98.2582056892778993
2024-12-01 00:00:00-05:00,2627,2627,122.1039208222306814
2025-01-01 00:00:00-05:00,2656,2656,156.1016566265060241
