Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1953,38.256016385048646,253.48000000000002,38.256016385048646,253.48000000000002
Down Cross,1924,42.65956340956341,293.8599999999997,42.65956340956341,293.8599999999997
