touches_per_day,session_count
0,1
13,1
14,1
17,1
21,1
30,1
36,1
41,1
42,1
44,1
48,1
53,1
55,2
57,1
61,1
65,1
66,2
67,2
69,1
71,1
72,1
73,1
75,1
80,1
81,2
83,1
86,1
89,1
90,2
92,1
93,1
96,1
97,1
98,2
100,1
105,1
107,1
110,1
111,1
115,1
116,1
126,1
128,1
133,1
135,1
139,1
171,1
187,1
