touches_per_day,session_count
0,1
4,1
16,1
32,1
37,1
38,3
40,1
50,1
51,1
52,1
53,2
54,1
61,1
66,1
68,1
69,1
71,2
78,3
82,2
86,1
89,3
93,1
95,2
96,1
97,1
98,1
103,1
109,1
110,1
112,1
116,1
118,1
122,1
131,1
136,1
139,1
140,1
144,1
145,1
149,1
151,1
162,2
179,1
189,1
212,1
309,1
314,1
