hour,minute,count
0,0,23
0,1,7
0,2,7
0,4,2
0,5,1
0,6,1
0,8,2
0,11,1
0,12,1
0,13,2
0,20,2
0,22,2
0,29,1
0,45,1
0,52,1
1,25,1
1,43,1
1,49,1
1,59,1
2,14,1
3,0,1
3,12,1
3,23,1
5,44,1
8,30,1
10,14,1
13,11,1
15,50,1
16,25,1
16,26,1
16,27,1
16,28,1
16,33,1
16,36,1
16,41,1
16,46,1
16,52,1
18,0,1
18,4,1
