event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1199,815,154,0.67973311092577147623,0.12844036697247706422
CROSS,FROM_BELOW,1203,777,205,0.64588528678304239401,0.17040731504571903574
PIERCE,FROM_ABOVE,370,291,79,0.78648648648648648649,0.21351351351351351351
PIERCE,FROM_BELOW,356,277,79,0.77808988764044943820,0.22191011235955056180
TOUCH,FROM_ABOVE,524,436,84,0.83206106870229007634,0.16030534351145038168
TOUCH,FROM_BELOW,488,411,77,0.84221311475409836066,0.15778688524590163934
