event_type,direction,window_seconds,avg_mfe,median_mfe,p75_mfe,p90_mfe,avg_mae,median_mae,avg_time_to_mfe,sample_size,window_minutes
CROSS,FROM_ABOVE,60,10.8040033361134279,7.0,13.0,21.0,66.2785654712260217,18.0,60.0000000000000000,1199,1.0
CROSS,FROM_ABOVE,180,16.8832360300250209,11.0,21.0,33.0,70.2693911592994162,22.0,122.3814773980154355,1199,3.0
CROSS,FROM_ABOVE,300,21.2260216847372811,14.0,26.0,44.0,73.3127606338615513,25.0,183.2065775950668037,1199,5.0
CROSS,FROM_ABOVE,900,35.8457047539616347,24.0,45.0,79.20000000000005,86.0567139282735613,36.0,482.9831144465290807,1199,15.0
CROSS,FROM_ABOVE,1800,50.2585487906588824,34.0,66.5,112.0,97.7906588824020017,47.0,889.7721057429352780,1199,30.0
CROSS,FROM_BELOW,60,9.7065669160432253,7.0,13.0,19.799999999999955,67.2418952618453865,19.0,60.0000000000000000,1203,1.0
CROSS,FROM_BELOW,180,15.4846217788861180,11.0,20.0,32.0,70.9783873649210308,22.0,126.3498920086393089,1203,3.0
CROSS,FROM_BELOW,300,19.4231088944305902,14.0,26.0,40.0,74.4397339983374896,24.0,189.4639175257731959,1203,5.0
CROSS,FROM_BELOW,900,32.9185369908561929,24.0,42.0,73.79999999999995,86.7065669160432253,35.0,498.3396226415094340,1203,15.0
CROSS,FROM_BELOW,1800,44.3167082294264339,32.0,56.5,90.0,101.0881130507065669,47.0,932.1739130434782609,1203,30.0
PIERCE,FROM_ABOVE,60,10.6378378378378378,9.0,14.0,20.0,9.5594594594594595,8.0,60.0000000000000000,370,1.0
PIERCE,FROM_ABOVE,180,15.1054054054054054,13.0,19.0,28.100000000000023,14.1972972972972973,12.0,130.7692307692307692,370,3.0
PIERCE,FROM_ABOVE,300,18.5108108108108108,15.0,23.0,37.10000000000002,17.8756756756756757,14.0,199.8461538461538462,370,5.0
PIERCE,FROM_ABOVE,900,29.6270270270270270,22.0,38.75,58.0,30.8054054054054054,25.0,510.0964630225080386,370,15.0
PIERCE,FROM_ABOVE,1800,41.9864864864864865,29.0,53.0,88.0,41.5945945945945946,30.0,900.3636363636363636,370,30.0
PIERCE,FROM_BELOW,60,15.9438202247191011,10.0,15.0,22.0,12.4943820224719101,9.0,60.0000000000000000,356,1.0
PIERCE,FROM_BELOW,180,20.6151685393258427,13.0,21.0,33.0,17.6601123595505618,12.0,131.9444444444444444,356,3.0
PIERCE,FROM_BELOW,300,24.1348314606741573,16.0,26.25,38.0,22.4410112359550562,15.0,200.0816326530612245,356,5.0
PIERCE,FROM_BELOW,900,35.0589887640449438,25.0,41.0,63.0,36.1685393258426966,24.0,525.1525423728813559,356,15.0
PIERCE,FROM_BELOW,1800,45.9522471910112360,32.0,55.0,90.0,50.9438202247191011,34.0,952.4050632911392405,356,30.0
TOUCH,FROM_ABOVE,60,9.9847328244274809,8.0,14.0,19.0,9.7519083969465649,8.0,60.0000000000000000,524,1.0
TOUCH,FROM_ABOVE,180,14.7366412213740458,12.0,18.0,28.0,13.9503816793893130,11.0,132.0720720720720721,524,3.0
TOUCH,FROM_ABOVE,300,17.5515267175572519,14.0,23.0,34.0,17.2404580152671756,13.0,193.7600000000000000,524,5.0
TOUCH,FROM_ABOVE,900,28.4064885496183206,21.0,39.0,59.0,29.7938931297709924,21.0,507.2477064220183486,524,15.0
TOUCH,FROM_ABOVE,1800,40.0248091603053435,30.0,54.0,81.0,41.0877862595419847,29.0,912.6315789473684211,524,30.0
TOUCH,FROM_BELOW,60,17.4364754098360656,9.0,14.0,25.0,11.6372950819672131,9.0,60.0000000000000000,488,1.0
TOUCH,FROM_BELOW,180,22.2397540983606557,12.0,22.0,32.30000000000001,16.3504098360655738,12.0,128.7378640776699029,488,3.0
TOUCH,FROM_BELOW,300,25.7520491803278689,15.0,26.0,40.0,19.4774590163934426,14.0,203.6931818181818182,488,5.0
TOUCH,FROM_BELOW,900,36.7110655737704918,24.0,41.0,63.30000000000001,32.1331967213114754,23.0,524.1481481481481481,488,15.0
TOUCH,FROM_BELOW,1800,47.7684426229508197,33.0,55.0,95.30000000000001,45.0102459016393443,33.0,975.8041958041958042,488,30.0
