month,session_count,event_count,avg_touches_per_day
2024-07-01 00:00:00-04:00,6,0,0E-20
2024-08-01 00:00:00-04:00,26,0,0E-20
2024-09-01 00:00:00-04:00,27,0,0E-20
2024-10-01 00:00:00-04:00,29,0,0E-20
2024-11-01 00:00:00-04:00,19,0,0E-20
