event_type,touch_sequence_number,vwap_slope_bucket,sample_size,p_revert,median_mfe,median_mae,p95_extension,avg_time_to_mfe
CROSS,1,flat,98,0.40816326530612244898,6.0,9.0,28.299999999999983,181.5384615384615385
CROSS,1,moderate,9,0.44444444444444444444,12.0,10.0,24.0,180.0000000000000000
CROSS,2,flat,72,0.30555555555555555556,6.0,10.0,23.900000000000006,166.7796610169491525
CROSS,2,moderate,7,0.57142857142857142857,15.0,8.0,25.7,240.0000000000000000
CROSS,3,flat,64,0.26562500000000000000,5.0,10.0,16.549999999999983,173.8775510204081633
CROSS,3,moderate,9,0.44444444444444444444,12.0,10.0,25.2,145.7142857142857143
CROSS,4,flat,71,0.15492957746478873239,6.0,8.0,20.0,186.0000000000000000
CROSS,4,moderate,6,0.16666666666666666667,4.0,15.0,24.0,156.0000000000000000
CROSS,5,flat,70,0.18571428571428571429,6.5,7.5,20.749999999999986,195.8490566037735849
CROSS,5,moderate,7,0E-20,5.0,10.0,24.09999999999999,188.5714285714285714
CROSS,6,flat,67,0.29850746268656716418,6.0,8.0,26.699999999999996,209.3877551020408163
CROSS,6,moderate,6,0.16666666666666666667,6.0,9.5,10.0,130.0000000000000000
CROSS,7,flat,77,0.31168831168831168831,7.0,8.0,17.000000000000014,189.0909090909090909
CROSS,7,moderate,3,0.33333333333333333333,5.0,9.0,5.9,100.0000000000000000
CROSS,8,flat,84,0.22619047619047619048,7.0,7.0,19.849999999999994,183.4285714285714286
CROSS,8,moderate,6,0E-20,12.5,9.5,14.75,228.0000000000000000
CROSS,9,flat,66,0.31818181818181818182,6.0,9.0,24.25,167.7777777777777778
CROSS,9,moderate,2,0.50000000000000000000,4.0,23.5,4.9,60.0000000000000000
CROSS,10,flat,65,0.29230769230769230769,6.0,9.0,22.0,171.2727272727272727
CROSS,10,moderate,8,0.50000000000000000000,5.5,8.5,19.549999999999997,188.5714285714285714
CROSS,11,flat,73,0.27397260273972602740,6.0,7.0,22.0,179.0322580645161290
CROSS,11,moderate,7,0.42857142857142857143,7.0,6.0,13.499999999999996,228.0000000000000000
CROSS,12,flat,70,0.32857142857142857143,7.0,9.5,17.099999999999994,165.8181818181818182
CROSS,12,moderate,8,0.12500000000000000000,7.5,7.5,13.649999999999999,150.0000000000000000
CROSS,13,flat,74,0.33783783783783783784,5.0,8.0,21.0,196.3636363636363636
CROSS,13,moderate,6,0.33333333333333333333,10.5,6.0,23.75,228.0000000000000000
CROSS,14,flat,70,0.28571428571428571429,5.5,7.5,19.099999999999994,171.2727272727272727
CROSS,14,moderate,7,0.42857142857142857143,1.0,13.0,64.19999999999995,204.0000000000000000
CROSS,15,flat,63,0.31746031746031746032,5.0,10.0,21.9,183.8297872340425532
CROSS,15,moderate,5,0.20000000000000000000,8.0,3.0,10.8,180.0000000000000000
CROSS,16,flat,70,0.21428571428571428571,7.0,7.5,27.0,192.0000000000000000
CROSS,16,moderate,9,0.22222222222222222222,7.0,11.0,34.6,230.0000000000000000
CROSS,17,flat,76,0.36842105263157894737,5.5,8.0,22.0,164.0625000000000000
CROSS,17,moderate,10,0.30000000000000000000,9.0,10.5,34.199999999999996,198.0000000000000000
CROSS,18,flat,58,0.34482758620689655172,8.0,8.5,21.749999999999993,195.7142857142857143
CROSS,18,moderate,6,0.33333333333333333333,6.5,14.5,40.75,180.0000000000000000
CROSS,19,flat,64,0.31250000000000000000,7.0,8.0,20.849999999999994,183.2727272727272727
CROSS,19,moderate,7,0.14285714285714285714,6.0,5.0,19.499999999999996,150.0000000000000000
CROSS,20,flat,65,0.29230769230769230769,6.0,8.0,22.39999999999999,181.1111111111111111
CROSS,20,moderate,6,0.33333333333333333333,8.5,12.5,29.0,144.0000000000000000
CROSS,21,flat,59,0.30508474576271186441,5.0,8.0,18.399999999999977,168.9795918367346939
CROSS,21,moderate,8,0.12500000000000000000,9.0,11.0,36.04999999999999,202.5000000000000000
CROSS,22,flat,61,0.32786885245901639344,7.0,9.0,28.0,163.8461538461538462
CROSS,22,moderate,10,0.30000000000000000000,9.5,13.0,34.099999999999994,188.5714285714285714
CROSS,23,flat,67,0.20895522388059701493,6.0,10.0,41.39999999999999,196.8000000000000000
CROSS,23,moderate,7,0.28571428571428571429,20.0,8.0,26.7,250.0000000000000000
CROSS,24,flat,79,0.32911392405063291139,6.0,9.0,23.099999999999994,178.1538461538461538
CROSS,24,moderate,7,0.14285714285714285714,5.0,21.0,33.89999999999999,156.0000000000000000
CROSS,25,flat,64,0.35937500000000000000,7.0,9.0,18.0,177.8947368421052632
CROSS,25,moderate,7,0.42857142857142857143,9.0,14.0,37.69999999999999,192.0000000000000000
CROSS,26,flat,76,0.27631578947368421053,8.0,9.0,24.0,193.3333333333333333
CROSS,26,moderate,4,0.25000000000000000000,8.5,16.5,15.549999999999999,165.0000000000000000
CROSS,27,flat,68,0.25000000000000000000,6.5,10.0,22.65,175.7142857142857143
CROSS,27,moderate,10,0.30000000000000000000,9.0,9.0,26.199999999999996,193.3333333333333333
CROSS,28,flat,55,0.29090909090909090909,6.0,10.0,22.599999999999994,169.7560975609756098
