hour,minute,count
0,0,7
0,1,4
0,3,6
0,4,4
0,5,1
0,7,1
0,9,1
0,14,1
0,16,1
0,24,1
0,30,1
0,34,1
0,39,1
0,47,1
1,11,2
1,46,1
1,50,1
2,2,1
2,4,1
2,13,1
2,46,1
3,19,1
3,40,1
14,43,1
14,49,1
14,52,1
15,1,1
15,13,1
15,27,1
16,46,1
16,52,1
19,12,1
