month,session_count,event_count,avg_touches_per_day
2024-09-01 00:00:00-04:00,1125,1124,106.7822222222222222
2024-10-01 00:00:00-04:00,2191,2189,95.0730260155180283
2024-11-01 00:00:00-04:00,2259,2257,111.9712262062859672
2024-12-01 00:00:00-05:00,1219,1219,117.3330598851517637
