Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,329,41.452887537993924,208.11999999999864,41.452887537993924,208.11999999999864
Down Cross,334,44.874251497005986,223.03000000000014,44.874251497005986,223.03000000000014
