Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2191,27.604290278411685,141.0999999999999,27.604290278411685,141.0999999999999
Down Cross,2198,28.73748862602366,169.0900000000006,28.73748862602366,169.0900000000006
