month,session_count,event_count,avg_touches_per_day
2025-06-01 00:00:00-04:00,1154,1154,106.4731369150779896
2025-07-01 00:00:00-04:00,2310,2309,99.0333333333333333
2025-08-01 00:00:00-04:00,14,14,14.0000000000000000
2025-09-01 00:00:00-04:00,838,838,84.7040572792362768
