event_type,touch_sequence_number,vwap_slope_bucket,sample_size,p_revert,median_mfe,median_mae,p95_extension,avg_time_to_mfe
CROSS,1,flat,36,0.44444444444444444444,34.5,78.0,72.19999999999999,300.0000000000000000
CROSS,1,moderate,125,0.36800000000000000000,40.0,103.5,92.44999999999999,240.0000000000000000
CROSS,1,steep,125,0.32800000000000000000,45.0,136.0,126.99999999999999,300.0000000000000000
CROSS,2,flat,27,0.51851851851851851852,31.0,93.0,75.0,300.0000000000000000
CROSS,2,moderate,88,0.35227272727272727273,25.0,104.0,104.10000000000002,257.1428571428571429
CROSS,2,steep,69,0.28985507246376811594,67.0,129.0,145.7,300.0000000000000000
CROSS,3,flat,28,0.53571428571428571429,22.0,82.0,51.29999999999998,
CROSS,3,moderate,63,0.36507936507936507937,36.5,90.5,98.84999999999991,258.0000000000000000
CROSS,3,steep,54,0.44444444444444444444,43.0,103.0,133.39999999999992,300.0000000000000000
CROSS,4,flat,22,0.31818181818181818182,18.0,56.0,56.39999999999999,300.0000000000000000
CROSS,4,moderate,44,0.50000000000000000000,55.5,80.0,195.75,300.0000000000000000
CROSS,4,steep,37,0.40540540540540540541,64.0,70.0,322.19999999999993,300.0000000000000000
CROSS,5,flat,12,0.33333333333333333333,5.0,56.0,5.0,
CROSS,5,moderate,31,0.48387096774193548387,7.0,91.0,25.999999999999996,240.0000000000000000
CROSS,5,steep,31,0.29032258064516129032,47.0,52.0,76.19999999999999,270.0000000000000000
CROSS,6,flat,11,0.18181818181818181818,62.5,53.0,88.15,300.0000000000000000
CROSS,6,moderate,34,0.41176470588235294118,7.0,97.5,27.54999999999999,300.0000000000000000
CROSS,6,steep,27,0.55555555555555555556,17.0,70.0,81.8,300.0000000000000000
CROSS,7,flat,10,0.20000000000000000000,,,,
CROSS,7,moderate,32,0.40625000000000000000,40.0,43.0,101.19999999999997,210.0000000000000000
CROSS,7,steep,25,0.56000000000000000000,12.0,67.0,164.1,300.0000000000000000
CROSS,8,flat,8,0.25000000000000000000,33.0,122.0,33.0,300.0000000000000000
CROSS,8,moderate,28,0.53571428571428571429,19.5,33.5,23.7,300.0000000000000000
CROSS,8,steep,24,0.50000000000000000000,40.5,75.0,56.25,240.0000000000000000
CROSS,9,moderate,29,0.44827586206896551724,5.0,31.0,5.0,
CROSS,9,steep,23,0.43478260869565217391,19.0,48.0,21.7,180.0000000000000000
CROSS,10,flat,4,0.75000000000000000000,11.0,53.0,11.0,300.0000000000000000
CROSS,10,moderate,29,0.65517241379310344828,46.5,35.0,68.1,300.0000000000000000
CROSS,10,steep,20,0.50000000000000000000,64.0,35.0,64.0,
CROSS,11,flat,2,0E-20,,,,
CROSS,11,moderate,23,0.56521739130434782609,13.0,17.5,20.2,240.0000000000000000
CROSS,11,steep,23,0.26086956521739130435,3.0,41.0,3.0,
CROSS,12,flat,10,0.60000000000000000000,5.0,56.0,5.0,
CROSS,12,moderate,17,0.41176470588235294118,20.5,13.5,20.95,240.0000000000000000
CROSS,12,steep,27,0.59259259259259259259,12.5,51.0,15.649999999999999,120.0000000000000000
CROSS,13,flat,6,0.33333333333333333333,18.0,53.0,18.0,
CROSS,13,moderate,21,0.52380952380952380952,12.5,18.5,17.45,120.0000000000000000
CROSS,13,steep,17,0.41176470588235294118,45.0,71.0,72.0,240.0000000000000000
CROSS,14,flat,6,0.50000000000000000000,33.0,31.0,33.0,
CROSS,14,moderate,20,0.35000000000000000000,,,,
CROSS,14,steep,17,0.52941176470588235294,55.0,26.0,55.0,120.0000000000000000
CROSS,15,flat,3,0.33333333333333333333,,,,
CROSS,15,moderate,25,0.56000000000000000000,9.0,11.0,9.0,300.0000000000000000
CROSS,15,steep,21,0.57142857142857142857,14.0,29.5,50.69999999999999,160.0000000000000000
CROSS,16,flat,4,0.75000000000000000000,,,,
CROSS,16,moderate,20,0.45000000000000000000,22.0,8.0,22.0,120.0000000000000000
CROSS,16,steep,19,0.47368421052631578947,13.0,15.0,35.5,260.0000000000000000
CROSS,17,flat,5,0.40000000000000000000,,,,
