session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2025-06-15,264.278040,252.652372,2.410776,4.632434
2025-06-16,115.406676,508.459636,4.588025,2.777530
2025-06-17,290.330780,390.663404,8.283036,4.474622
2025-06-18,324.333592,471.031848,2.335122,3.526846
2025-06-19,263.089220,191.000000,1.913947,
2025-06-20,276.263124,211.512284,2.878617,7.539607
2025-06-22,238.143372,279.835928,1.696036,21.860119
2025-06-23,695.072472,127.334708,3.065909,5.344736
2025-06-24,103.890436,124.120372,3.872423,3.510535
2025-06-25,214.825304,109.895468,3.001145,4.595996
2025-06-26,190.460716,84.690908,4.429670,2.400887
2025-06-27,289.722636,329.308340,1.758972,1.849926
2025-06-29,155.136824,134.695968,2.391241,4.208729
2025-06-30,317.259408,181.629632,2.553128,8.738571
2025-07-01,137.902144,263.140176,1.992025,3.368438
2025-07-02,122.527684,68.803264,4.853459,3.510845
2025-07-03,73.000000,93.068308,,2.792413
2025-07-04,37.034416,316.549460,2.559358,2.461208
2025-07-06,128.582344,160.666668,6.118466,
2025-07-07,235.965396,266.293296,2.512562,2.084353
2025-07-08,97.959168,148.126512,18.724686,2.742646
2025-07-09,174.396396,92.555412,1.859092,114.350080
2025-07-10,122.310116,692.689884,0.655946,3.714876
2025-07-11,100.285824,238.331876,4.256344,4.407131
2025-07-13,148.255500,141.000000,2.531623,
2025-07-14,71.194968,158.973812,79.054223,3.031518
2025-07-15,123.563916,489.006324,1.439442,2.444652
2025-07-16,166.497496,126.786292,2.249517,1.831200
2025-07-17,111.139924,102.034156,5.132152,6.014515
2025-07-18,84.448772,67.214608,5.208955,12.318083
2025-07-19,,,,
2025-07-20,101.517552,82.741808,2.287665,113.038963
2025-07-21,38.237932,195.213872,9.986610,2.082288
2025-07-22,174.622872,207.022024,2.516602,2.961951
2025-07-23,445.912360,118.284112,2.822448,11.467759
2025-07-24,102.108100,124.974816,2.410026,2.902963
2025-07-25,54.026552,131.106032,6.569300,3.280806
2025-07-27,112.875752,83.490332,3.452302,10.500919
2025-07-28,235.237220,83.348024,2.512687,4.262581
2025-07-29,88.119688,197.571164,6.117961,2.746422
2025-07-30,1014.825144,467.807204,3.375537,2.675521
2025-07-31,286.206736,597.282476,14.173343,3.219920
2025-08-31,158.345244,109.695112,2.247271,4.454247
2025-09-01,92.860308,141.028200,1.379215,1.858355
2025-09-02,593.507164,148.601392,2.721459,4.530605
2025-09-03,509.358524,141.989112,2.700400,2.094798
2025-09-04,365.672580,80.144776,2.219200,6.426050
2025-09-05,202.656772,123.973656,2.434477,9.031868
2025-09-07,219.475180,140.966864,1.673994,8.695316
2025-09-08,154.088172,121.817724,3.885907,3.387856
2025-09-09,251.827852,56.422344,3.323260,8.883668
2025-09-10,213.064964,288.324444,2.320451,2.725446
2025-09-11,81.402484,83.663196,3.930120,3.239593
2025-09-12,121.019016,132.966196,2.090242,2.258530
