session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2024-07-01,228.941036,192.712144,3.478195,2.658500
2024-07-02,156.979880,125.148384,2.430050,6.791102
2024-07-03,44.333332,58.682856,,5.210009
2024-07-04,72.532072,48.666668,2.104424,49863.389344
2024-07-05,88.883528,82.848968,3.451512,2.740657
2024-07-07,66.849600,59.584772,3.498993,2.468486
2024-07-08,371.042968,130.495444,3.652656,3.783210
2024-07-09,180.419552,63.169328,3.455550,3.089120
2024-07-10,164.542720,72.342292,3.799222,1.648928
2024-07-11,239.893272,153.704368,2.810138,3.947315
2024-07-12,150.497060,529.064520,5.569350,2.088586
2024-07-14,119.151552,130.526616,2.261837,3.505895
2024-07-15,215.931332,339.852088,3.029327,5.127243
2024-07-16,233.241412,132.695156,1.980943,7.953943
2024-07-17,170.479176,259.350776,18.564860,3.690756
2024-07-18,457.920268,355.492916,3.655000,3.598350
2024-07-19,253.792364,164.875448,2.831104,9.731110
2024-07-21,190.828620,121.351748,1.686208,1.252903
2024-07-22,138.215744,298.749440,2.925988,4.314498
2024-07-23,149.844804,668.019992,2.692684,4.440919
2024-07-24,189.859824,375.140176,1.161792,2.295562
2024-07-25,207.977664,877.227636,0.692224,2.508165
2024-07-26,326.256236,296.747340,8.606592,2.475294
2024-07-28,287.712416,109.224384,2.188387,37.414478
2024-07-29,168.974516,413.824120,52.347283,4.468618
2024-07-30,608.653820,770.617320,2.745333,4.300729
2024-07-31,837.828136,278.870132,3.239400,565.866101
2024-08-01,410.145904,462.122196,2.666165,3.026486
2024-08-02,313.121120,242.733608,2.770375,2.462083
2024-08-04,193.000000,429.197588,,2.165841
2024-08-05,1106.329020,511.175444,2.612997,2.403204
2024-08-06,260.052612,1166.914580,7.107071,3.123399
2024-08-07,361.307852,1131.010772,8.872244,2.873898
2024-08-08,416.650280,392.809864,3.343015,4.614617
2024-08-09,188.467576,173.118332,3.906839,2.218097
2024-08-11,319.432472,256.567528,6.595976,5.297875
2024-08-12,227.713888,182.853356,5.509674,7.342286
2024-08-13,221.311944,168.081320,3.181731,10.644925
2024-08-14,322.109848,146.736752,3.041876,3.394930
2024-08-15,245.475656,134.749856,5.601347,7.295787
2024-08-16,101.976764,146.543884,9.355385,4.000479
2024-08-18,118.792564,100.519472,5.560945,3.799107
2024-08-19,389.379668,113.328432,2.060294,8.096915
2024-08-20,178.724124,173.240640,2.038125,2.621010
2024-08-21,167.319352,281.561400,1.990553,3.040637
2024-08-22,310.202420,295.677216,7.788008,3.397523
2024-08-23,223.874120,175.513992,3.540148,3.460753
2024-08-25,188.193740,229.182472,1.841168,2.021742
2024-08-26,205.408736,208.668536,2.684288,2.818488
2024-08-27,89.915376,356.803824,11.120345,3.655108
2024-08-28,427.116244,859.959008,10.497820,3.109704
2024-08-29,210.675844,522.300872,1.178876,1.599323
2024-08-30,421.883244,94.228948,2.087553,2.967242
2024-09-01,95.257552,108.400576,13.831711,3.381993
2024-09-02,78.498868,250.825780,12.291483,1.825012
2024-09-03,185.395212,707.984120,6.930665,2.816640
2024-09-04,165.025656,329.412748,1.685207,3.184649
2024-09-05,241.866960,512.554452,3.352688,3.604906
2024-09-06,226.597316,398.693080,3.364201,4.018667
2024-09-08,233.585448,148.326300,2.181806,5.160121
2024-09-09,398.546160,229.399668,2.690539,1.949935
2024-09-10,196.352588,159.117288,1.934360,6.625354
2024-09-11,632.595952,196.957696,2.237664,5.661718
2024-09-12,162.452316,340.547684,2.713284,5.687838
2024-09-13,177.106948,128.764608,8.156762,3.593364
