event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1673,688,391,0.41123729826658696952,0.23371189479976090855
CROSS,FROM_BELOW,1662,1158,254,0.69675090252707581227,0.15282791817087845969
PIERCE,FROM_ABOVE,513,375,138,0.73099415204678362573,0.26900584795321637427
PIERCE,FROM_BELOW,451,206,244,0.45676274944567627494,0.54101995565410199557
TOUCH,FROM_ABOVE,620,447,173,0.72096774193548387097,0.27903225806451612903
TOUCH,FROM_BELOW,534,228,304,0.42696629213483146067,0.56928838951310861423
