event_type,direction,window_seconds,avg_mfe,median_mfe,p75_mfe,p90_mfe,avg_mae,median_mae,avg_time_to_mfe,sample_size,window_minutes
CROSS,FROM_ABOVE,60,44.8675799086757991,27.0,61.5,103.0,135.3652968036529680,107.0,60.0000000000000000,1673,1.0
CROSS,FROM_ABOVE,180,47.4396551724137931,29.0,62.0,104.80000000000001,132.4612068965517241,103.0,120.0000000000000000,1673,3.0
CROSS,FROM_ABOVE,300,54.6250000000000000,34.0,68.0,117.9,135.4007352941176471,105.5,213.6263736263736264,1673,5.0
CROSS,FROM_ABOVE,900,75.4248366013071895,50.0,96.0,165.0,134.5403050108932462,107.0,611.3167259786476868,1673,15.0
CROSS,FROM_ABOVE,1800,103.7377567140600316,66.0,130.0,239.60000000000014,134.5039494470774092,108.0,1048.6861313868613139,1673,30.0
CROSS,FROM_BELOW,60,35.0841121495327103,21.0,47.75,86.10000000000005,137.9719626168224299,98.0,60.0000000000000000,1662,1.0
CROSS,FROM_BELOW,180,38.6008771929824561,25.0,51.0,91.90000000000003,135.2456140350877193,94.5,123.3962264150943396,1662,3.0
CROSS,FROM_BELOW,300,43.8966789667896679,29.0,61.0,100.0,136.2472324723247232,98.0,223.0303030303030303,1662,5.0
CROSS,FROM_BELOW,900,60.3419354838709677,43.0,80.0,131.80000000000007,133.0731182795698925,97.0,608.9491525423728814,1662,15.0
CROSS,FROM_BELOW,1800,81.8603174603174603,64.5,102.0,183.0,136.7396825396825397,106.5,1085.1219512195121951,1662,30.0
PIERCE,FROM_ABOVE,60,32.9756097560975610,17.0,40.0,82.0,22.6829268292682927,13.0,60.0000000000000000,513,1.0
PIERCE,FROM_ABOVE,180,36.0408163265306122,23.0,58.0,83.60000000000002,32.6938775510204082,18.0,127.5000000000000000,513,3.0
PIERCE,FROM_ABOVE,300,40.9000000000000000,26.0,65.25,93.10000000000002,34.7333333333333333,20.5,196.6666666666666667,513,5.0
PIERCE,FROM_ABOVE,900,51.1750000000000000,32.5,69.5,112.60000000000014,49.1125000000000000,37.5,505.0000000000000000,513,15.0
PIERCE,FROM_ABOVE,1800,69.0808080808080808,38.0,81.0,152.2,63.1313131313131313,48.0,802.4096385542168675,513,30.0
PIERCE,FROM_BELOW,60,46.0000000000000000,25.0,46.0,105.99999999999997,56.3333333333333333,17.5,60.0000000000000000,451,1.0
PIERCE,FROM_BELOW,180,62.0333333333333333,37.5,70.5,146.10000000000005,63.2666666666666667,29.5,140.0000000000000000,451,3.0
PIERCE,FROM_BELOW,300,65.4444444444444444,42.5,77.75,158.5,74.1944444444444444,34.0,190.0000000000000000,451,5.0
PIERCE,FROM_BELOW,900,65.4406779661016949,47.0,85.5,142.2,75.3050847457627119,49.0,494.0425531914893617,451,15.0
PIERCE,FROM_BELOW,1800,69.5393258426966292,49.0,89.0,154.2,76.7640449438202247,49.0,895.5000000000000000,451,30.0
TOUCH,FROM_ABOVE,60,33.8139534883720930,16.0,44.0,69.4,32.8604651162790698,15.0,60.0000000000000000,620,1.0
TOUCH,FROM_ABOVE,180,38.8163265306122449,20.0,58.0,89.80000000000004,37.1836734693877551,25.0,110.0000000000000000,620,3.0
TOUCH,FROM_ABOVE,300,43.5000000000000000,29.0,62.0,103.70000000000002,39.5500000000000000,27.0,176.5714285714285714,620,5.0
TOUCH,FROM_ABOVE,900,63.2115384615384615,40.0,72.75,142.4,51.0576923076923077,34.0,525.1851851851851852,620,15.0
TOUCH,FROM_ABOVE,1800,70.3877551020408163,47.0,96.5,163.00000000000009,68.0884353741496599,47.0,896.7187500000000000,620,30.0
TOUCH,FROM_BELOW,60,43.8048780487804878,22.0,74.0,116.0,46.1463414634146341,15.0,60.0000000000000000,534,1.0
TOUCH,FROM_BELOW,180,49.2093023255813953,26.0,76.0,117.60000000000001,49.9302325581395349,16.0,128.0000000000000000,534,3.0
TOUCH,FROM_BELOW,300,55.0000000000000000,31.0,78.0,137.40000000000003,57.6122448979591837,28.0,197.1428571428571429,534,5.0
TOUCH,FROM_BELOW,900,60.3953488372093023,38.0,84.0,126.5,60.6511627906976744,44.0,567.4576271186440678,534,15.0
TOUCH,FROM_BELOW,1800,70.9758064516129032,49.0,94.5,145.5,71.8629032258064516,52.0,969.1428571428571429,534,30.0
