Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,356,47.603932584269664,248.89999999999998,47.603932584269664,248.89999999999998
Down Cross,392,50.82142857142857,279.6299999999998,50.82142857142857,279.6299999999998
