event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1673,722,427,0.43156007172743574417,0.25523012552301255230
CROSS,FROM_BELOW,1662,1184,264,0.71239470517448856799,0.15884476534296028881
PIERCE,FROM_ABOVE,513,372,141,0.72514619883040935673,0.27485380116959064327
PIERCE,FROM_BELOW,451,212,238,0.47006651884700665188,0.52771618625277161863
TOUCH,FROM_ABOVE,620,449,171,0.72419354838709677419,0.27580645161290322581
TOUCH,FROM_BELOW,534,230,302,0.43071161048689138577,0.56554307116104868914
