event_type,direction,window_seconds,avg_mfe,median_mfe,p75_mfe,p90_mfe,avg_mae,median_mae,avg_time_to_mfe,sample_size,window_minutes
CROSS,FROM_ABOVE,60,16.1730769230769231,12.0,22.0,33.89999999999998,25.9860139860139860,22.0,60.0000000000000000,572,1.0
CROSS,FROM_ABOVE,180,25.6678321678321678,17.0,33.0,57.0,31.3776223776223776,27.0,120.8256880733944954,572,3.0
CROSS,FROM_ABOVE,300,32.9265734265734266,21.0,42.25,70.89999999999998,35.8706293706293706,30.0,175.1739130434782609,572,5.0
CROSS,FROM_ABOVE,900,54.1765734265734266,32.5,66.0,126.89999999999998,52.3461538461538462,41.0,424.4135188866799205,572,15.0
CROSS,FROM_ABOVE,1800,77.2604895104895105,43.0,95.25,191.89999999999998,68.3286713286713287,52.5,845.1923076923076923,572,30.0
CROSS,FROM_BELOW,60,14.7755102040816327,10.0,20.0,32.0,25.5527210884353741,22.0,60.0000000000000000,588,1.0
CROSS,FROM_BELOW,180,22.7568027210884354,16.0,30.0,53.0,30.3299319727891156,25.0,121.7910447761194030,588,3.0
CROSS,FROM_BELOW,300,28.6428571428571429,20.0,38.0,63.0,35.2465986394557823,27.0,187.2332015810276680,588,5.0
CROSS,FROM_BELOW,900,46.3758503401360544,33.0,62.0,105.30000000000007,53.7959183673469388,38.0,486.7164179104477612,588,15.0
CROSS,FROM_BELOW,1800,62.2227891156462585,47.0,82.0,125.0,76.0493197278911565,47.0,935.3901996370235935,588,30.0
PIERCE,FROM_ABOVE,60,14.7303370786516854,11.0,21.0,32.30000000000001,12.7808988764044944,10.0,60.0000000000000000,178,1.0
PIERCE,FROM_ABOVE,180,20.0337078651685393,15.0,25.0,42.0,18.2134831460674157,13.0,133.3333333333333333,178,3.0
PIERCE,FROM_ABOVE,300,23.8539325842696629,17.0,34.0,46.30000000000001,21.7921348314606742,15.5,194.0869565217391304,178,5.0
PIERCE,FROM_ABOVE,900,40.0337078651685393,25.5,49.0,90.0,36.4831460674157303,25.0,488.3823529411764706,178,15.0
PIERCE,FROM_ABOVE,1800,50.2696629213483146,30.5,60.75,105.60000000000002,52.2865168539325843,35.5,831.0810810810810811,178,30.0
PIERCE,FROM_BELOW,60,14.3765432098765432,10.0,19.0,28.80000000000001,15.4320987654320988,10.0,60.0000000000000000,162,1.0
PIERCE,FROM_BELOW,180,20.4567901234567901,16.0,25.0,40.0,22.2592592592592593,14.0,133.0188679245283019,162,3.0
PIERCE,FROM_BELOW,300,26.9876543209876543,18.5,34.0,54.80000000000001,25.3703703703703704,15.0,210.2479338842975207,162,5.0
PIERCE,FROM_BELOW,900,44.9382716049382716,31.5,57.75,94.50000000000003,36.3518518518518519,22.5,556.2857142857142857,162,15.0
PIERCE,FROM_BELOW,1800,59.8518518518518519,45.5,73.0,127.20000000000005,50.4197530864197531,29.0,1044.8979591836734694,162,30.0
TOUCH,FROM_ABOVE,60,13.0769230769230769,10.0,17.5,26.0,13.2591093117408907,10.0,60.0000000000000000,247,1.0
TOUCH,FROM_ABOVE,180,18.5020242914979757,13.0,23.5,37.400000000000006,19.5951417004048583,15.0,122.7631578947368421,247,3.0
TOUCH,FROM_ABOVE,300,23.0688259109311741,15.0,29.0,47.400000000000006,23.6032388663967611,18.0,193.5714285714285714,247,5.0
TOUCH,FROM_ABOVE,900,39.3724696356275304,25.0,50.5,98.20000000000002,37.4655870445344130,28.0,457.9274611398963731,247,15.0
TOUCH,FROM_ABOVE,1800,56.2712550607287449,32.0,72.5,128.8,50.6032388663967611,35.0,833.1100478468899522,247,30.0
TOUCH,FROM_BELOW,60,13.4732142857142857,9.0,17.0,29.0,12.2857142857142857,9.5,60.0000000000000000,224,1.0
TOUCH,FROM_BELOW,180,18.6071428571428571,13.0,24.0,41.400000000000034,17.7053571428571429,12.5,126.4429530201342282,224,3.0
TOUCH,FROM_BELOW,300,22.2232142857142857,15.5,28.0,51.70000000000002,21.8303571428571429,16.0,192.7272727272727273,224,5.0
TOUCH,FROM_BELOW,900,36.8125000000000000,25.5,49.0,82.40000000000003,37.1160714285714286,21.0,527.8074866310160428,224,15.0
TOUCH,FROM_BELOW,1800,47.7276785714285714,35.0,68.0,106.0,51.2366071428571429,27.0,1013.2653061224489796,224,30.0
