Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,646,28.270897832817337,131.19999999999982,28.270897832817337,131.19999999999982
Down Cross,629,32.01748807631161,189.72000000000003,32.01748807631161,189.72000000000003
