Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1429,11.879636109167249,71.88000000000011,11.879636109167249,71.88000000000011
Down Cross,1428,9.616946778711485,54.73000000000002,9.616946778711485,54.73000000000002
