Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,363,81.69972451790633,458.4999999999999,81.69972451790633,458.4999999999999
Down Cross,399,76.3859649122807,511.4599999999987,76.3859649122807,511.4599999999987
