touches_per_day,session_count
0,5
7,1
18,1
19,2
25,1
26,1
27,1
28,1
29,1
30,1
37,1
38,2
39,1
42,1
45,1
46,1
47,2
48,1
49,1
50,1
52,2
54,1
62,1
63,1
67,1
69,3
70,1
72,1
73,1
75,1
76,6
77,2
78,1
79,1
80,1
81,1
84,2
85,2
87,1
89,1
90,1
92,1
94,1
97,2
99,1
103,1
104,1
105,2
107,1
109,1
110,2
111,1
113,1
116,1
117,1
122,2
134,2
179,1
185,1
