event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,1231,888,172,0.72136474411047928513,0.13972380178716490658
CROSS,FROM_BELOW,1246,881,175,0.70706260032102728732,0.14044943820224719101
PIERCE,FROM_ABOVE,307,254,53,0.82736156351791530945,0.17263843648208469055
PIERCE,FROM_BELOW,321,254,67,0.79127725856697819315,0.20872274143302180685
TOUCH,FROM_ABOVE,386,323,62,0.83678756476683937824,0.16062176165803108808
TOUCH,FROM_BELOW,386,307,79,0.79533678756476683938,0.20466321243523316062
