Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2663,10.83514832895231,43.0,10.83514832895231,43.0
Down Cross,2718,11.285871964679911,53.82999999999993,11.285871964679911,53.82999999999993
