Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2208,9.462409420289855,41.0,9.462409420289855,41.0
Down Cross,2198,9.902183803457689,46.0300000000002,9.902183803457689,46.0300000000002
