month,session_count,event_count,avg_touches_per_day
2024-05-01 00:00:00-04:00,335,335,142.5582089552238806
2024-06-01 00:00:00-04:00,2461,2460,124.2738724095895977
2024-07-01 00:00:00-04:00,2214,2214,144.7190605239385727
