event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,572,397,83,0.69405594405594405594,0.14510489510489510490
CROSS,FROM_BELOW,588,433,65,0.73639455782312925170,0.11054421768707482993
PIERCE,FROM_ABOVE,178,138,39,0.77528089887640449438,0.21910112359550561798
PIERCE,FROM_BELOW,162,123,39,0.75925925925925925926,0.24074074074074074074
TOUCH,FROM_ABOVE,247,208,38,0.84210526315789473684,0.15384615384615384615
TOUCH,FROM_BELOW,224,183,39,0.81696428571428571429,0.17410714285714285714
