month,session_count,event_count,avg_touches_per_day
2025-07-01 00:00:00-04:00,179,178,51.0502793296089385
2025-09-01 00:00:00-04:00,873,871,49.0068728522336770
2025-10-01 00:00:00-04:00,645,643,35.1953488372093023
2025-11-01 00:00:00-04:00,483,482,36.0372670807453416
2025-12-01 00:00:00-05:00,20,19,5.3500000000000000
