Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1083,26.208679593721143,129.5400000000002,26.208679593721143,129.5400000000002
Down Cross,1110,27.931531531531533,158.64000000000033,27.931531531531533,158.64000000000033
