hour,minute,avg_reaction_size,event_count
0,0,,16
0,1,,20
0,2,,13
0,3,,11
0,4,,13
0,5,,15
0,6,,11
0,7,,13
0,8,,8
0,9,,14
0,10,,11
0,11,,9
0,12,,12
0,13,,12
0,14,,9
0,15,,10
0,16,,8
0,17,,17
0,18,,10
0,19,,11
0,20,,17
0,21,,13
0,22,,14
0,23,,7
0,24,,9
0,25,,9
0,26,,11
0,27,,11
0,28,,4
0,29,,10
0,30,,10
0,31,,7
0,32,,8
0,33,,9
0,34,,9
0,35,,12
0,36,,7
0,37,,7
0,38,,2
0,39,,3
0,40,,6
0,41,,6
0,42,,6
0,43,,3
0,44,,4
0,45,,5
0,46,,3
0,47,,5
0,48,,5
0,49,,4
0,50,,4
0,51,,4
0,52,,4
0,53,,3
0,54,,5
0,55,,5
0,56,,6
0,57,,5
0,58,,5
0,59,,7
1,0,,8
1,1,,7
1,2,,5
1,3,,5
1,4,,4
1,5,,4
1,6,,5
1,7,,9
1,8,,10
1,9,,5
1,10,,7
1,11,,7
1,12,,8
1,13,,7
1,14,,5
1,15,,6
1,16,,7
1,17,,6
1,18,,4
1,19,,5
1,20,,6
1,21,,7
1,22,,5
1,23,,7
1,24,,6
1,25,,7
1,26,,5
1,27,,2
1,28,,3
1,29,,8
1,30,,4
1,31,,9
1,32,,9
1,33,,8
1,34,,9
1,35,,5
1,36,,5
1,37,,5
1,38,,6
1,39,,7
1,40,,3
1,41,,6
1,42,,8
1,43,,8
1,44,,6
1,45,,6
1,46,,3
1,47,,7
1,48,,7
1,49,,11
1,50,,6
1,51,,4
1,52,,6
1,53,,4
1,54,,3
1,55,,3
1,56,,4
1,57,,4
1,58,,3
1,59,,3
2,0,,5
2,1,,9
2,2,,8
2,3,,6
2,4,,6
2,5,,4
2,6,,6
2,7,,4
2,8,,4
2,9,,4
2,10,,4
2,11,,4
2,12,,2
2,13,,4
2,14,,1
2,15,,6
2,16,,3
2,17,,5
2,18,,7
2,19,,4
2,20,,5
2,21,,4
2,22,,6
2,23,,6
2,24,,7
2,25,,4
2,26,,7
2,27,,5
2,28,,4
2,29,,9
2,30,,4
2,31,,5
2,32,,7
2,33,,6
2,34,,9
2,35,,9
2,36,,7
2,37,,8
2,38,,3
2,39,,7
2,40,,8
2,41,,4
2,42,,4
2,43,,2
2,44,,3
2,45,,5
2,46,,2
2,47,,2
2,48,,4
2,49,,5
2,50,,4
2,51,,4
2,52,,4
2,53,,1
2,54,,3
2,55,,4
2,56,,4
2,59,,2
3,0,,2
3,1,,3
3,2,,5
3,3,,4
3,4,,7
3,5,,6
3,6,,8
3,7,,5
3,8,,8
3,9,,5
3,10,,6
3,11,,4
3,12,,11
3,13,,8
3,14,,3
3,15,,8
3,16,,6
3,17,,8
3,18,,5
3,19,,6
3,20,,4
3,21,,3
3,22,,5
3,23,,4
3,24,,5
3,25,,3
3,26,,8
3,27,,7
3,28,,3
3,29,,4
3,30,,6
3,31,,4
3,32,,6
3,33,,7
3,34,,6
3,35,,7
3,36,,6
3,37,,5
3,38,,5
3,39,,4
3,40,,6
3,41,,7
3,42,,6
3,43,,3
3,44,,2
3,45,,8
3,46,,4
3,47,,9
3,48,,7
3,49,,5
3,50,,4
3,51,,1
3,52,,1
3,53,,2
3,54,,3
3,55,,2
3,56,,2
3,59,,2
4,0,,3
4,1,,3
4,2,,3
4,3,,1
4,4,,2
4,5,,2
4,6,,3
4,7,,2
4,8,,4
4,9,,1
4,10,,3
4,11,,6
4,12,,4
4,13,,2
4,14,,5
4,15,,6
4,16,,2
4,17,,3
4,18,,3
4,19,,3
4,20,,4
4,21,,3
4,22,,2
4,23,,2
4,24,,1
4,25,,3
4,26,,2
4,27,,3
4,29,,2
4,30,,3
4,31,,4
4,32,,4
4,33,,3
4,34,,5
4,35,,3
4,36,,5
4,37,,1
4,38,,1
4,39,,2
4,40,,3
4,41,,3
4,42,,5
4,43,,3
4,44,,5
4,45,,6
4,46,,3
4,47,,4
4,48,,2
4,49,,2
4,50,,5
4,51,,3
4,52,,4
4,53,,5
4,54,,7
4,55,,2
4,56,,5
4,57,,3
4,58,,6
4,59,,3
5,0,,3
5,1,,2
5,2,,1
5,3,,2
5,4,,1
5,5,,3
5,6,,4
5,7,,2
5,9,,3
5,10,,3
5,11,,3
5,12,,3
5,13,,4
5,14,,3
5,15,,3
5,16,,4
5,17,,1
5,18,,1
5,20,,2
5,21,,2
5,22,,5
5,23,,2
5,24,,2
5,25,,3
5,26,,2
5,27,,3
5,28,,1
5,30,,1
5,31,,4
5,32,,2
5,33,,1
5,36,,3
5,37,,1
5,38,,3
5,39,,4
5,40,,1
5,41,,2
5,42,,1
5,43,,2
5,44,,3
5,45,,2
5,46,,4
5,47,,2
5,48,,5
5,49,,3
5,50,,3
5,51,,2
5,52,,6
5,53,,2
5,54,,3
5,55,,5
5,56,,2
5,57,,1
5,58,,1
5,59,,6
6,0,,5
6,1,,5
6,2,,4
6,3,,4
6,4,,1
6,5,,2
6,6,,1
6,7,,4
6,8,,3
6,9,,5
6,10,,3
6,11,,6
6,12,,4
6,13,,2
6,14,,1
6,15,,5
6,16,,3
6,17,,3
6,18,,4
6,19,,4
6,20,,3
6,21,,4
6,22,,1
6,23,,6
6,24,,3
6,25,,4
6,26,,4
6,27,,2
6,28,,4
6,29,,4
6,30,,5
6,31,,2
6,32,,1
6,33,,2
6,34,,1
6,35,,1
6,36,,1
6,37,,2
6,38,,1
6,39,,1
6,40,,2
6,41,,4
6,42,,6
6,43,,1
6,44,,3
6,45,,4
6,46,,1
6,48,,2
6,49,,3
6,50,,7
6,51,,3
6,52,,1
6,53,,1
6,54,,4
6,55,,2
6,57,,3
6,58,,5
6,59,,3
7,0,,2
7,1,,3
7,2,,1
7,3,,2
7,4,,4
7,5,,3
7,6,,7
7,7,,5
7,8,,3
7,9,,3
7,10,,3
7,11,,3
7,12,,5
7,13,,3
7,14,,4
7,15,,2
7,16,,4
7,17,,4
7,18,,2
7,19,,3
7,20,,4
7,21,,3
7,22,,3
7,23,,8
7,24,,5
7,25,,4
7,26,,7
7,27,,5
7,28,,5
7,29,,3
7,30,,3
7,31,,1
7,32,,3
7,33,,2
7,34,,2
7,35,,2
7,36,,3
7,37,,3
7,38,,4
7,39,,2
7,40,,1
7,41,,4
7,42,,5
7,43,,3
7,44,,4
7,45,,2
7,46,,4
7,47,,3
7,48,,2
7,49,,6
7,50,,5
7,51,,3
7,52,,2
7,53,,4
7,54,,6
7,55,,4
7,56,,3
7,57,,2
7,58,,3
7,59,,4
8,0,,7
8,1,,6
8,2,,7
8,3,,7
8,4,,4
8,5,,6
8,6,,6
8,7,,4
8,8,,5
8,9,,5
8,10,,8
8,11,,5
8,12,,3
8,13,,5
8,14,,3
8,15,,5
8,16,,3
8,17,,5
8,18,,2
8,19,,3
8,20,,4
8,21,,1
8,22,,3
8,23,,2
8,24,,1
8,25,,4
8,26,,3
8,27,,3
8,28,,7
8,29,,5
8,30,,4
8,31,,3
8,32,,3
8,33,,1
8,34,,3
8,35,,3
8,36,,6
8,37,,3
8,38,,2
8,39,,1
8,40,,4
8,41,,4
8,42,,5
8,43,,2
8,44,,1
8,45,,2
8,46,,2
8,47,,1
8,48,,2
8,50,,1
8,51,,2
8,52,,1
8,53,,2
8,55,,2
8,56,,1
8,57,,1
8,58,,1
8,59,,1
9,0,,1
9,1,,1
9,2,,3
9,3,,2
9,5,,1
9,6,,2
9,7,,1
9,8,,2
9,9,,4
9,10,,1
9,11,,2
9,12,,1
9,13,,1
9,14,,1
9,15,,1
9,16,,2
9,17,,1
9,18,,1
9,20,,3
9,21,,3
9,22,,4
9,23,,2
9,24,,4
9,25,,5
9,26,,4
9,27,,4
9,28,,3
9,29,,1
9,30,,8
9,31,,4
9,32,,7
9,33,,6
9,34,,7
9,35,,11
9,36,,6
9,37,,7
9,38,,8
9,39,,6
9,40,,7
9,41,,3
9,42,,3
9,43,,5
9,44,,3
9,45,,5
9,46,,6
9,47,,4
9,48,,6
9,49,,4
9,50,,6
9,51,,2
9,52,,3
9,53,,6
9,54,,3
9,55,,2
9,56,,3
9,57,,2
9,58,,3
9,59,,4
10,0,,6
10,1,,4
10,2,,2
10,3,,3
10,4,,5
10,5,,4
10,6,,2
10,7,,4
10,8,,2
10,9,,2
10,10,,5
10,11,,2
10,12,,2
10,13,,2
10,14,,2
10,15,,2
10,16,,3
10,17,,2
10,18,,1
10,19,,3
10,20,,2
10,21,,1
10,22,,2
10,23,,2
10,24,,3
10,25,,7
10,26,,3
10,27,,4
10,28,,3
10,29,,5
10,30,,3
10,31,,1
10,32,,1
10,33,,3
10,34,,3
10,36,,2
10,37,,1
10,38,,2
10,39,,1
10,40,,1
10,41,,1
10,42,,2
10,44,,3
10,45,,2
10,46,,3
10,47,,1
10,48,,2
10,49,,4
10,50,,2
10,51,,1
10,52,,1
10,53,,2
10,55,,2
10,58,,2
10,59,,3
11,0,,1
11,1,,3
11,2,,2
11,3,,1
11,4,,2
11,5,,3
11,6,,2
11,7,,4
11,8,,2
11,9,,3
11,10,,1
11,11,,1
11,12,,1
11,13,,1
11,14,,1
11,15,,2
11,17,,3
11,19,,1
11,22,,1
11,23,,3
11,24,,3
11,27,,3
11,28,,2
11,29,,1
11,30,,2
11,31,,2
11,32,,1
11,33,,1
11,34,,2
11,35,,2
11,36,,4
11,37,,4
11,38,,3
11,39,,2
11,40,,3
11,41,,5
