month,session_count,event_count,avg_touches_per_day
2024-07-01 00:00:00-04:00,2457,2457,121.2515262515262515
2024-08-01 00:00:00-04:00,2021,2021,95.5056902523503216
2024-09-01 00:00:00-04:00,975,975,99.7323076923076923
