hour,minute,count
0,0,16
0,1,10
0,3,1
0,4,3
0,5,1
0,6,1
0,7,1
0,9,1
0,10,1
0,12,1
0,14,1
0,16,1
0,17,2
0,20,1
0,24,1
0,26,2
0,30,1
0,32,1
0,40,1
0,46,1
1,3,1
1,21,1
1,22,1
1,36,1
2,26,1
3,33,1
5,46,1
13,51,1
16,4,1
16,13,1
16,15,1
16,23,1
16,26,1
16,37,1
16,38,1
16,56,1
16,57,1
