Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,271,43.896678966789665,180.8000000000011,43.896678966789665,180.8000000000011
Down Cross,272,54.625,293.54000000000053,54.625,293.54000000000053
