session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2024-05-29,30.412140,151.889840,2.543882,2.385101
2024-05-30,148.729110,96.667680,2.168210,2.379694
2024-05-31,145.293250,203.017060,2.906134,2.127970
2024-06-02,46.735850,60.666060,2.656853,2.571681
2024-06-03,227.170260,96.457310,2.528468,2.689143
2024-06-04,63.548400,191.661820,0.718385,2.093980
2024-06-05,293.232970,74.349220,2.898435,2.148466
2024-06-06,141.625000,107.148240,2.640401,2.108505
2024-06-07,104.535980,460.916630,2.366869,1.711347
2024-06-08,0.000000,0.000000,,
2024-06-09,53.202250,44.083190,2.473588,3.611328
2024-06-10,128.763810,60.639470,2.125550,3.023933
2024-06-11,139.045560,43.540560,2.570128,0.754941
2024-06-12,191.313640,190.369850,1.950767,2.265186
2024-06-13,132.288280,174.410840,2.961699,2.694739
2024-06-14,189.087270,25.648630,2.017879,2.479683
2024-06-16,17.820670,81.269310,2.926439,2.245785
2024-06-17,65.573850,109.189960,2.364382,2.825915
2024-06-18,135.223450,116.520430,2.214447,2.144511
2024-06-19,90.263120,55.785930,3.437053,2.678104
2024-06-20,223.583450,66.230470,2.615524,1.685859
2024-06-21,70.242210,285.165250,2.610897,1.762331
2024-06-23,46.952590,45.876310,2.461315,6.471058
2024-06-24,75.365640,58.683300,2.637928,1.883595
2024-06-25,98.932990,141.877310,3.079897,2.871278
2024-06-26,49.456740,160.358300,1.363292,2.582685
2024-06-27,164.475590,29.193100,2.006608,2.842016
2024-06-28,100.342490,81.878630,2.056097,1.813002
2024-06-30,23.758160,45.022140,0.973165,1.681261
2024-07-01,118.814140,86.941070,2.564997,1.901503
2024-07-02,95.605810,87.602490,2.539259,2.481594
2024-07-03,178.995820,15.718980,2.057457,1.913367
2024-07-04,50.511020,73.197220,2.691636,3.441401
2024-07-05,186.729690,154.013920,1.935032,5.303590
2024-07-07,32.194380,73.097090,1.769365,2.794385
2024-07-08,35.431300,240.313870,2.083715,2.811539
2024-07-09,88.610730,122.731570,2.943243,3.013482
2024-07-10,124.365560,58.529860,2.138558,1.080957
2024-07-11,232.183070,40.352820,1.859341,2.703471
2024-07-12,132.858480,119.363680,2.193034,3.197009
2024-07-14,32.418880,63.767970,3.113296,2.288512
2024-07-15,209.738290,66.060550,2.072827,2.283021
2024-07-16,324.313210,60.204080,2.134684,1.253407
2024-07-17,115.438850,177.788650,2.602867,2.611289
2024-07-18,86.551530,369.529030,2.454948,2.809553
2024-07-19,38.559260,210.865670,2.356958,2.275192
2024-07-21,107.993080,25.478610,3.113019,0.518165
2024-07-22,62.610820,160.751350,0.917849,2.542897
2024-07-23,143.360900,71.600860,2.347437,2.371569
2024-07-24,131.340740,434.685720,2.688253,3.256886
