hour,minute,avg_reaction_size,event_count
0,0,5.0000000000000000,6
0,1,2.3333333333333333,6
0,2,5.5000000000000000,4
0,3,6.2500000000000000,4
0,4,4.4000000000000000,5
0,5,6.6666666666666667,6
0,6,5.4285714285714286,7
0,7,5.8000000000000000,5
0,8,4.6000000000000000,5
0,9,3.6000000000000000,5
0,10,2.2000000000000000,5
0,11,1.8000000000000000,5
0,12,2.6666666666666667,6
0,13,5.2000000000000000,5
0,14,2.7500000000000000,4
0,15,6.2500000000000000,4
0,16,13.0000000000000000,2
0,17,5.0000000000000000,6
0,18,3.6000000000000000,5
0,19,5.0000000000000000,6
0,20,5.8571428571428571,7
0,21,2.7500000000000000,8
0,22,4.8000000000000000,10
0,23,5.0000000000000000,7
0,24,2.6666666666666667,6
0,25,4.1666666666666667,6
0,26,3.0000000000000000,6
0,27,4.6666666666666667,6
0,28,4.1250000000000000,8
0,29,4.5555555555555556,9
0,30,5.9166666666666667,12
0,31,5.7500000000000000,8
0,32,6.3333333333333333,6
0,33,3.0000000000000000,7
0,34,4.1250000000000000,8
0,35,4.0000000000000000,6
0,36,4.0000000000000000,3
0,37,7.8000000000000000,5
0,38,5.2000000000000000,5
0,39,6.0000000000000000,6
0,40,3.4000000000000000,5
0,41,3.7500000000000000,4
0,42,4.8571428571428571,7
0,43,4.5000000000000000,6
0,44,3.7500000000000000,8
0,45,5.0000000000000000,11
0,46,4.4444444444444444,9
0,47,3.3750000000000000,8
0,48,6.7142857142857143,7
0,49,5.7500000000000000,8
0,50,4.1250000000000000,8
0,51,2.7142857142857143,7
0,52,4.8571428571428571,7
0,53,3.5000000000000000,6
0,54,7.0000000000000000,5
0,55,5.2500000000000000,4
0,56,4.5000000000000000,2
0,57,6.0000000000000000,3
0,58,8.0000000000000000,4
0,59,5.2500000000000000,4
1,0,5.6000000000000000,5
1,1,4.5000000000000000,2
1,2,1.7500000000000000,4
1,3,5.8333333333333333,6
1,4,7.8333333333333333,6
1,5,4.5000000000000000,8
1,6,4.3333333333333333,9
1,7,4.8750000000000000,8
1,8,6.8571428571428571,7
1,9,7.6250000000000000,8
1,10,7.0000000000000000,8
1,11,7.8333333333333333,6
1,12,7.7142857142857143,7
1,13,8.0000000000000000,8
1,14,8.2222222222222222,9
1,15,3.7142857142857143,7
1,16,4.8571428571428571,7
1,17,2.0000000000000000,4
1,18,4.0000000000000000,5
1,19,6.0000000000000000,4
1,20,6.4000000000000000,5
1,21,3.6000000000000000,5
1,22,7.2500000000000000,4
1,23,3.2000000000000000,5
1,24,2.0000000000000000,1
1,25,4.5000000000000000,2
1,26,14.0000000000000000,1
1,27,10.0000000000000000,2
1,28,15.0000000000000000,1
1,29,5.5000000000000000,2
1,30,13.4000000000000000,5
1,31,3.6666666666666667,3
1,32,10.0000000000000000,1
1,33,11.5000000000000000,2
1,34,13.0000000000000000,2
1,35,9.5000000000000000,2
1,36,11.6666666666666667,3
1,37,9.1666666666666667,6
1,38,8.8571428571428571,7
1,39,10.7500000000000000,4
1,40,11.0000000000000000,3
1,41,2.0000000000000000,1
1,42,11.2000000000000000,5
1,43,4.2500000000000000,4
1,44,9.5000000000000000,6
1,45,9.5714285714285714,7
1,46,5.0000000000000000,5
1,47,4.4000000000000000,5
1,48,5.0000000000000000,2
1,49,6.5000000000000000,4
1,50,8.2000000000000000,5
1,51,11.5000000000000000,6
1,52,3.7142857142857143,7
1,53,10.0000000000000000,6
1,54,5.4000000000000000,5
1,55,4.4000000000000000,5
1,56,2.3333333333333333,3
1,57,5.7500000000000000,4
1,58,7.1666666666666667,6
1,59,14.7500000000000000,4
2,0,8.0000000000000000,4
2,1,10.0000000000000000,5
2,2,11.3333333333333333,3
2,3,9.2500000000000000,4
2,4,12.0000000000000000,2
2,5,11.3333333333333333,3
2,6,9.0000000000000000,3
2,7,14.6666666666666667,3
2,8,6.3333333333333333,3
2,9,2.5000000000000000,2
2,10,10.0000000000000000,1
2,11,5.6666666666666667,3
2,12,7.2000000000000000,5
2,13,8.2500000000000000,4
2,14,8.8571428571428571,7
2,15,8.5000000000000000,8
2,16,7.8333333333333333,6
2,17,11.6666666666666667,6
2,18,11.7500000000000000,4
2,19,9.0000000000000000,2
2,20,4.3333333333333333,3
2,21,4.5000000000000000,4
2,22,5.0000000000000000,4
2,23,4.0000000000000000,3
2,24,8.5000000000000000,4
2,25,8.0000000000000000,4
2,26,10.2500000000000000,4
2,27,8.6666666666666667,6
2,28,5.5000000000000000,6
2,29,6.0000000000000000,3
2,30,5.5000000000000000,2
2,31,10.3333333333333333,3
