Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1967,38.12709710218607,253.33999999999992,38.12709710218607,253.33999999999992
Down Cross,1935,42.579328165374676,291.8800000000015,42.579328165374676,291.8800000000015
