month,session_count,event_count,avg_touches_per_day
2025-03-01 00:00:00-05:00,1143,1141,95.2362204724409449
2025-04-01 00:00:00-04:00,1592,1592,71.2701005025125628
2025-05-01 00:00:00-04:00,2070,2067,98.9096618357487923
2025-06-01 00:00:00-04:00,998,998,103.1062124248496994
