hour,minute,count
0,0,17
0,1,10
0,3,2
0,4,2
0,5,1
0,10,1
0,12,1
0,16,1
0,29,1
0,47,1
0,55,1
0,56,1
0,57,1
3,47,1
9,37,1
9,56,1
10,44,1
14,37,1
15,1,1
15,7,1
15,28,1
15,46,1
16,12,1
16,38,1
18,0,1
19,37,1
21,21,1
22,28,1
22,46,1
