touches_per_day,session_count
0,5
17,1
18,1
19,1
22,1
30,1
34,1
37,1
39,1
40,1
41,1
44,1
46,1
53,2
54,1
55,1
59,1
60,3
61,1
62,1
64,1
68,1
69,2
70,1
71,2
72,1
73,1
74,2
75,1
77,1
81,2
82,2
84,2
89,2
90,2
91,1
93,1
94,1
96,2
100,2
101,1
102,1
103,1
105,1
107,1
113,1
117,2
118,1
123,1
125,2
129,1
131,1
132,1
136,1
141,1
146,1
147,1
159,1
162,1
176,1
184,1
186,1
191,1
