touches_per_day,session_count
0,1
1,3
3,2
15,1
16,1
19,1
20,1
21,1
22,1
24,1
26,2
37,1
38,2
43,2
46,3
49,1
50,1
51,1
53,2
67,1
70,2
71,1
73,1
76,1
78,1
79,2
89,1
90,1
93,1
96,1
99,2
101,1
102,1
106,2
114,1
126,1
127,1
128,1
132,1
135,1
153,1
159,1
169,1
462,1
