touches_per_day,session_count
0,7
1,2
3,3
4,1
5,4
7,1
8,1
9,5
10,2
11,1
12,1
13,2
15,3
18,1
19,4
20,1
21,2
23,2
24,2
25,1
26,2
27,5
29,2
30,1
31,1
32,1
33,2
35,2
36,1
37,1
41,4
45,1
46,2
48,1
52,1
54,2
55,1
56,1
57,1
58,1
63,2
70,1
73,1
77,1
81,1
