session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2024-03-12,27.487620,28.298190,2.580396,2.880815
2024-03-13,149.110500,28.298190,2.598831,2.880815
2024-03-14,20.943080,118.037820,1.272561,2.659457
2024-03-15,71.245550,85.600290,2.258682,2.213804
2024-03-16,0.000000,0.000000,,
2024-03-17,27.627370,84.338900,3.310761,2.577155
2024-03-18,107.133070,43.590220,2.048770,2.281850
2024-03-19,42.248100,112.936150,1.164662,3.007905
2024-03-20,546.789420,65.561200,4.172543,2.562348
2024-03-21,67.412170,280.686540,2.194400,2.111558
2024-03-22,94.410120,132.866800,2.368850,2.798600
2024-03-24,96.830960,14.577040,2.097592,0.864495
2024-03-25,94.053700,86.492610,2.292444,2.356263
