hour,minute,count
0,17,1
9,31,30
9,32,17
9,33,9
9,34,2
9,36,1
9,37,1
9,38,2
9,39,2
9,43,2
9,46,1
9,52,1
10,3,1
12,47,1
15,2,1
15,3,1
16,11,1
16,13,1
18,1,1
20,28,1
22,4,1
