month,session_count,event_count,avg_touches_per_day
2025-07-01 00:00:00-04:00,5,0,0E-20
2025-09-01 00:00:00-04:00,23,0,0E-20
2025-10-01 00:00:00-04:00,25,0,0E-20
2025-11-01 00:00:00-04:00,19,0,0E-20
2025-12-01 00:00:00-05:00,5,0,0E-20
