Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,255,5.768627450980392,25.380000000000024,5.768627450980392,25.380000000000024
Down Cross,253,6.003952569169961,27.47999999999999,6.003952569169961,27.47999999999999
